date,bitcoin
2016-11-02,52.166666666666664
2016-11-03,53.791666666666664
2016-11-04,50.416666666666664
2016-11-05,50.0
2016-11-06,48.541666666666664
2016-11-07,48.708333333333336
2016-11-08,48.96
2016-11-09,68.75
2016-11-10,54.041666666666664
2016-11-11,49.5
2016-11-12,48.083333333333336
2016-11-13,48.208333333333336
2016-11-14,48.875
2016-11-15,76.24
2016-11-16,81.70833333333333
2016-11-17,88.58333333333333
2016-11-18,83.70833333333333
2016-11-19,79.875
2016-11-20,79.20833333333333
2016-11-21,81.0
2016-11-22,88.44
2016-11-23,85.875
2016-11-24,85.5
2016-11-25,82.0
2016-11-26,80.04166666666667
2016-11-27,79.91666666666667
2016-11-28,84.45833333333333
2016-11-29,77.4
2016-11-30,74.41666666666667
2016-12-01,76.75
2016-12-02,83.33333333333333
2016-12-03,74.41666666666667
2016-12-04,71.25
2016-12-05,77.91666666666667
2016-12-06,82.76
2016-12-07,80.45833333333333
2016-12-08,83.54166666666667
2016-12-09,77.79166666666667
2016-12-10,74.125
2016-12-11,73.79166666666667
2016-12-12,76.41666666666667
2016-12-13,84.68
2016-12-14,82.20833333333333
2016-12-15,80.125
2016-12-16,80.91666666666667
2016-12-17,80.29166666666667
2016-12-18,77.16666666666667
2016-12-19,83.125
2016-12-20,49.32
2016-12-21,58.5
2016-12-22,70.20833333333333
2016-12-23,79.70833333333333
2016-12-24,66.25
2016-12-25,60.958333333333336
2016-12-26,61.458333333333336
2016-12-27,57.16
2016-12-28,64.95833333333333
2016-12-29,64.54166666666667
2016-12-30,58.25
2016-12-31,49.125
2017-01-01,52.958333333333336
2017-01-02,85.125
2017-01-03,56.16
2017-01-04,62.458333333333336
2017-01-05,75.54166666666667
2017-01-06,64.875
2017-01-07,54.916666666666664
2017-01-08,49.041666666666664
2017-01-09,46.875
2017-01-10,69.52
2017-01-11,80.08333333333333
2017-01-12,84.875
2017-01-13,69.79166666666667
2017-01-14,63.625
2017-01-15,58.958333333333336
2017-01-16,59.458333333333336
2017-01-17,85.52
2017-01-18,84.54166666666667
2017-01-19,77.0
2017-01-20,74.33333333333333
2017-01-21,72.04166666666667
2017-01-22,71.875
2017-01-23,73.83333333333333
2017-01-24,86.12
2017-01-25,82.375
2017-01-26,80.375
2017-01-27,80.375
2017-01-28,77.5
2017-01-29,74.75
2017-01-30,77.58333333333333
2017-01-31,74.68
2017-02-01,76.75
2017-02-02,81.0
2017-02-03,84.41666666666667
2017-02-04,75.66666666666667
2017-02-05,75.20833333333333
2017-02-06,74.95833333333333
2017-02-07,71.72
2017-02-08,73.125
2017-02-09,79.04166666666667
2017-02-10,72.875
2017-02-11,67.33333333333333
2017-02-12,62.875
2017-02-13,65.375
2017-02-14,75.72
2017-02-15,75.45833333333333
2017-02-16,78.66666666666667
2017-02-17,80.0
2017-02-18,78.625
2017-02-19,73.83333333333333
2017-02-20,76.58333333333333
2017-02-21,61.24
2017-02-22,59.416666666666664
2017-02-23,63.958333333333336
2017-02-24,76.54166666666667
2017-02-25,62.166666666666664
2017-02-26,56.541666666666664
2017-02-27,59.041666666666664
2017-02-28,56.44
2017-03-01,56.375
2017-03-02,68.0
2017-03-03,90.5
2017-03-04,75.125
2017-03-05,61.5
2017-03-06,65.33333333333333
2017-03-07,29.72
2017-03-08,28.791666666666668
2017-03-09,27.5
2017-03-10,37.791666666666664
2017-03-11,32.625
2017-03-12,24.541666666666668
2017-03-13,25.458333333333332
2017-03-14,64.08
2017-03-15,63.0
2017-03-16,66.16666666666667
2017-03-17,69.70833333333333
2017-03-18,77.41666666666667
2017-03-19,72.16666666666667
2017-03-20,67.79166666666667
2017-03-21,77.08
2017-03-22,76.91666666666667
2017-03-23,74.33333333333333
2017-03-24,76.83333333333333
2017-03-25,81.25
2017-03-26,68.54166666666667
2017-03-27,71.04166666666667
2017-03-28,87.64
2017-03-29,87.29166666666667
2017-03-30,81.66666666666667
2017-03-31,81.04166666666667
2017-04-01,79.625
2017-04-02,79.16666666666667
2017-04-03,86.45833333333333
2017-04-04,75.8
2017-04-05,72.125
2017-04-06,73.75
2017-04-07,73.83333333333333
2017-04-08,70.5
2017-04-09,69.91666666666667
2017-04-10,74.45833333333333
2017-04-11,79.12
2017-04-12,77.125
2017-04-13,76.91666666666667
2017-04-14,72.375
2017-04-15,66.29166666666667
2017-04-16,67.875
2017-04-17,74.25
2017-04-18,83.36
2017-04-19,78.29166666666667
2017-04-20,77.66666666666667
2017-04-21,79.20833333333333
2017-04-22,74.04166666666667
2017-04-23,71.875
2017-04-24,76.875
2017-04-25,65.6
2017-04-26,68.41666666666667
2017-04-27,70.58333333333333
2017-04-28,70.16666666666667
2017-04-29,63.375
2017-04-30,62.5
2017-05-01,80.04166666666667
2017-05-02,65.4
2017-05-03,64.54166666666667
2017-05-04,81.08333333333333
2017-05-05,76.33333333333333
2017-05-06,63.583333333333336
2017-05-07,62.125
2017-05-08,72.08333333333333
2017-05-09,56.92
2017-05-10,51.791666666666664
2017-05-11,56.125
2017-05-12,64.95833333333333
2017-05-13,68.29166666666667
2017-05-14,56.75
2017-05-15,78.25
2017-05-16,51.92
2017-05-17,43.166666666666664
2017-05-18,39.541666666666664
2017-05-19,43.291666666666664
2017-05-20,42.791666666666664
2017-05-21,44.416666666666664
2017-05-22,67.95833333333333
2017-05-23,52.44
2017-05-24,55.291666666666664
2017-05-25,73.16666666666667
2017-05-26,58.708333333333336
2017-05-27,49.916666666666664
2017-05-28,37.958333333333336
2017-05-29,36.458333333333336
2017-05-30,86.48
2017-05-31,84.16666666666667
2017-06-01,82.875
2017-06-02,75.29166666666667
2017-06-03,70.375
2017-06-04,65.83333333333333
2017-06-05,75.08333333333333
2017-06-06,78.52
2017-06-07,70.83333333333333
2017-06-08,60.458333333333336
2017-06-09,58.666666666666664
2017-06-10,55.916666666666664
2017-06-11,58.375
2017-06-12,75.20833333333333
2017-06-13,66.92
2017-06-14,63.875
2017-06-15,76.20833333333333
2017-06-16,63.75
2017-06-17,54.583333333333336
2017-06-18,50.666666666666664
2017-06-19,52.791666666666664
2017-06-20,71.84
2017-06-21,74.83333333333333
2017-06-22,72.04166666666667
2017-06-23,69.45833333333333
2017-06-24,66.45833333333333
2017-06-25,64.83333333333333
2017-06-26,76.625
2017-06-27,84.68
2017-06-28,84.625
2017-06-29,69.375
2017-06-30,61.0
2017-07-01,56.333333333333336
2017-07-02,57.041666666666664
2017-07-03,59.125
2017-07-04,68.84
2017-07-05,68.83333333333333
2017-07-06,68.79166666666667
2017-07-07,67.5
2017-07-08,64.0
2017-07-09,63.583333333333336
2017-07-10,73.45833333333333
2017-07-11,73.16
2017-07-12,68.0
2017-07-13,63.833333333333336
2017-07-14,63.291666666666664
2017-07-15,71.125
2017-07-16,80.75
2017-07-17,76.41666666666667
2017-07-18,63.92
2017-07-19,58.166666666666664
2017-07-20,64.45833333333333
2017-07-21,64.95833333333333
2017-07-22,55.791666666666664
2017-07-23,55.708333333333336
2017-07-24,55.458333333333336
2017-07-25,66.8
2017-07-26,65.5
2017-07-27,63.416666666666664
2017-07-28,71.16666666666667
2017-07-29,59.958333333333336
2017-07-30,58.541666666666664
2017-07-31,73.45833333333333
2017-08-01,74.88
2017-08-02,67.08333333333333
2017-08-03,46.708333333333336
2017-08-04,42.5
2017-08-05,54.416666666666664
2017-08-06,45.833333333333336
2017-08-07,51.375
2017-08-08,62.96
2017-08-09,55.833333333333336
2017-08-10,51.916666666666664
2017-08-11,55.916666666666664
2017-08-12,63.208333333333336
2017-08-13,80.79166666666667
2017-08-14,87.91666666666667
2017-08-15,87.0
2017-08-16,73.70833333333333
2017-08-17,70.91666666666667
2017-08-18,72.25
2017-08-19,67.625
2017-08-20,62.583333333333336
2017-08-21,62.458333333333336
2017-08-22,78.4
2017-08-23,72.16666666666667
2017-08-24,68.70833333333333
2017-08-25,70.875
2017-08-26,62.208333333333336
2017-08-27,56.958333333333336
2017-08-28,61.583333333333336
2017-08-29,66.8
2017-08-30,70.20833333333333
2017-08-31,75.16666666666667
2017-09-01,79.83333333333333
2017-09-02,77.95833333333333
2017-09-03,68.0
2017-09-04,83.08333333333333
2017-09-05,80.92
2017-09-06,68.875
2017-09-07,62.791666666666664
2017-09-08,66.25
2017-09-09,57.791666666666664
2017-09-10,56.583333333333336
2017-09-11,61.458333333333336
2017-09-12,44.88
2017-09-13,60.791666666666664
2017-09-14,71.91666666666667
2017-09-15,82.29166666666667
2017-09-16,54.875
2017-09-17,44.083333333333336
2017-09-18,51.583333333333336
2017-09-19,83.24
2017-09-20,74.875
2017-09-21,74.41666666666667
2017-09-22,69.95833333333333
2017-09-23,59.083333333333336
2017-09-24,55.833333333333336
2017-09-25,62.291666666666664
2017-09-26,80.36
2017-09-27,87.125
2017-09-28,86.83333333333333
2017-09-29,82.08333333333333
2017-09-30,75.91666666666667
2017-10-01,75.25
2017-10-02,86.375
2017-10-03,66.56
2017-10-04,63.333333333333336
2017-10-05,61.875
2017-10-06,60.041666666666664
2017-10-07,55.5
2017-10-08,60.666666666666664
2017-10-09,73.66666666666667
2017-10-10,34.56
2017-10-11,31.041666666666668
2017-10-12,50.458333333333336
2017-10-13,63.458333333333336
2017-10-14,43.208333333333336
2017-10-15,40.375
2017-10-16,40.833333333333336
2017-10-17,59.88
2017-10-18,60.958333333333336
2017-10-19,58.166666666666664
2017-10-20,67.83333333333333
2017-10-21,78.125
2017-10-22,64.91666666666667
2017-10-23,74.125
2017-10-24,83.8
2017-10-25,75.29166666666667
2017-10-26,71.04166666666667
2017-10-27,63.708333333333336
2017-10-28,54.958333333333336
2017-10-29,58.375
2017-10-30,69.91666666666667
2017-10-31,47.92
2017-11-01,58.708333333333336
2017-11-02,78.66666666666667
2017-11-03,70.25
2017-11-04,54.791666666666664
2017-11-05,54.125
2017-11-06,57.375
2017-11-07,39.8
2017-11-08,42.625
2017-11-09,40.458333333333336
2017-11-10,46.666666666666664
2017-11-11,46.583333333333336
2017-11-12,60.541666666666664
2017-11-13,52.458333333333336
2017-11-14,58.76
2017-11-15,58.625
2017-11-16,60.75
2017-11-17,71.04166666666667
